License Number,Visit Date,Penalty Type,Case #,WAC Code,Violation Type,City Name,County Name
417388,06/28/2016 12:00:00 AM,AVN,7Q6180B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SPOKANE
414893,03/01/2017 12:00:00 AM,AVN,3V7060A,314.55.050,(MJ) Misrepresentation of fact.,EVERETT,SNOHOMISH
413097,08/03/2016 12:00:00 AM,AVN,7R6216A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,MASON
424172,03/09/2017 12:00:00 AM,AVN,7D7068A,314.55.097,(MJ) Failure for a processor to meet marijuana waste disposal requirements.,UNINCORP. AREAS,KITSAP
415534,04/04/2016 12:00:00 AM,AVN,1Y6095A,314.55.035,(MJ) True party of interest violation.,SEATTLE,KING
423000,05/15/2017 12:00:00 AM,AVN,3M7135A,314.55.079,(MJ) Sale or service to minor,BELLEVUE,KING
416763,09/25/2017 12:00:00 AM,AVN,7M7268A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,FERRY
417198,03/21/2017 12:00:00 AM,AVN,7R7080A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),HOQUIAM,GRAYS HARBOR
416953,10/25/2016 12:00:00 AM,AVN,7N6299A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORPORATED AREAS,SPOKANE
416560,03/03/2016 12:00:00 AM,AVN,7L6063D,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),MOXEE,YAKIMA
419959,04/06/2017 12:00:00 AM,AVN,7N7096B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,STEVENS
416502,07/01/2016 12:00:00 AM,AVN,7E6183B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),LONGVIEW,COWLITZ
414723,02/15/2017 12:00:00 AM,AVN,1S7046A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,TACOMA,PIERCE
417082,04/27/2017 12:00:00 AM,AVN,7M7117A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPRINGDALE,STEVENS
412622,01/27/2016 12:00:00 AM,AVN,7G6027A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SNOHOMISH
414520,12/16/2015 12:00:00 AM,AVN,3V5350A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,EVERETT,SNOHOMISH
413848,08/10/2016 12:00:00 AM,AVN,7E6223A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,VANCOUVER,CLARK
412060,01/04/2016 12:00:00 AM,AVN,7E6004A,314.55.085,(MJ) Violation of transportation requirements.,UNINCORP. AREAS,CLARK
412672,11/04/2015 12:00:00 AM,AVN,7G5308A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SNOHOMISH
414785,02/23/2015 12:00:00 AM,AVN,2E5054A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,SEATTLE,KING
421805,07/26/2016 12:00:00 AM,AVN,1J6208A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,VANCOUVER,CLARK
412792,05/14/2015 12:00:00 AM,AVN,7L5134A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,KITTITAS
404933,10/13/2017 12:00:00 AM,AVN,1W7286B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,PORT TOWNSEND,JEFFERSON
416414,10/16/2016 12:00:00 AM,AVN,7L6290C,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),MOXEE,YAKIMA
412370,11/22/2016 12:00:00 AM,AVN,3C6327C,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,MOUNT VERNON,SKAGIT
413596,08/04/2015 12:00:00 AM,AVN,4F5216A,69.50.357,(MJ) Licensee and/or employee open and/or consuming marijuana on a  licensed premises.,UNION GAP,YAKIMA
414889,08/09/2017 12:00:00 AM,AVN,1R7221A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,TACOMA,PIERCE
415652,11/20/2015 12:00:00 AM,AVN,3J5324B,314.55.079,(MJ) Sale or service to minor,KIRKLAND,KING
414114,04/04/2016 12:00:00 AM,AVN,7N6095B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE (CITY),SPOKANE
414149,06/01/2016 12:00:00 AM,AVN,7R6153A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORP. AREAS,CLALLAM
416844,02/07/2017 12:00:00 AM,AVN,4V7038A,314.55.035,(MJ) True party of interest violation.,MOXEE,YAKIMA
414723,08/01/2017 12:00:00 AM,AVN,1S7213A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,TACOMA,PIERCE
422218,09/22/2017 12:00:00 AM,AVN,3M7265B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,KIRKLAND,KING
417511,09/16/2015 12:00:00 AM,AVN,3D5259A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORPORATED AREAS,ISLAND
416282,05/16/2016 12:00:00 AM,AVN,7I6137A,314.55.083(2),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SKAGIT
414893,08/24/2016 12:00:00 AM,AVN,3G6237A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,EVERETT,SNOHOMISH
415238,05/26/2016 12:00:00 AM,AVN,3F6147A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,SNOHOMISH
413773,07/09/2015 12:00:00 AM,AVN,4F5190A,69.50.401,(MJ) Sale or service to minor,UNION GAP,YAKIMA
415083,07/27/2016 12:00:00 AM,AVN,7B6209A,314.55.087,(MJ) Records: Improper recordkeeping.,UNINCORPORATED AREAS,THURSTON
417183,07/06/2017 12:00:00 AM,AVN,7J7187A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORP. AREAS,OKANOGAN
415253,09/29/2016 12:00:00 AM,AVN,3L6273A,314.55.079,(MJ) Sale or service to minor,BELLEVUE,KING
414539,07/20/2016 12:00:00 AM,AVN,3A6202A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORP. AREAS,WHATCOM
424768,05/04/2017 12:00:00 AM,AVN,7G7124A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,BENTON
425045,10/20/2017 12:00:00 AM,AVN,7N7293A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORP. AREAS,GRANT
412977,06/26/2017 12:00:00 AM,AVN,7J7177A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,SAN JUAN
416495,08/04/2017 12:00:00 AM,AVN,7N7216A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,GRANT
424172,03/09/2017 12:00:00 AM,AVN,7D7068A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,KITSAP
412552,10/25/2016 12:00:00 AM,AVN,7D6299A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,COWLITZ
416942,05/27/2016 12:00:00 AM,AVN,7K6152A,314.55.085,(MJ) Violation of transportation requirements.,AIRWAY HEIGHTS,SPOKANE
414958,04/15/2016 12:00:00 AM,AVN,4G6106A,314.55.079,(MJ) Sale or service to minor,ELLENSBURG,KITTITAS
412422,06/12/2015 12:00:00 AM,AVN,7H5163C,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORP. AREAS,OKANOGAN
413586,11/23/2016 12:00:00 AM,AVN,4P6328A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SPOKANE (CITY),SPOKANE
417002,10/23/2015 12:00:00 AM,AVN,7P5296C,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,CHELAN
415658,03/30/2017 12:00:00 AM,AVN,4W7089A,314.55.079(6),(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,KING
412784,03/20/2015 12:00:00 AM,AVN,7L5079A,314.55.085,(MJ) Violation of transportation requirements.,MOXEE,YAKIMA
414042,12/03/2014 12:00:00 AM,AVN,7G4337A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SNOHOMISH
414723,08/10/2015 12:00:00 AM,AVN,1S5222A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,TACOMA,PIERCE
416102,03/15/2017 12:00:00 AM,AVN,3E7074C,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORPORATED AREAS,SNOHOMISH
402039,09/25/2015 12:00:00 AM,AVN,2A5269A,69.50.401,(MJ) Sale or service to minor,SEATTLE,KING
412433,10/19/2017 12:00:00 AM,AVN,7M7292B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,GRANT
418524,09/17/2015 12:00:00 AM,AVN,3G5260A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,ISLAND
413706,05/03/2017 12:00:00 AM,AVN,7E6280A,314.55.050,(MJ) Failure to furnish required documents.,KELSO,COWLITZ
417526,10/17/2014 12:00:00 AM,AVN,7M4290A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORP. AREAS,GRANT
413211,10/31/2017 12:00:00 AM,AVN,7E7304A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,WAHKIAKUM
414755,09/16/2016 12:00:00 AM,AVN,4H6260A,69.50.4015,(MJ) Sale or service to minor,WENATCHEE,CHELAN
425273,05/11/2017 12:00:00 AM,Written Warning,4C7131B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,WALLA WALLA (CITY),WALLA WALLA
415115,06/27/2015 12:00:00 AM,AVN,3J5178B,66.44.310,(MJ) Allowing a minor to frequent a restricted area.,KENMORE,KING
421335,01/24/2017 12:00:00 AM,AVN,1F7024A,69.50.401,(MJ) Sale or service to minor,UNINCORPORATED AREAS,THURSTON
413070,10/28/2016 12:00:00 AM,AVN,7G6302B,314.55.050,(MJ) Misrepresentation of fact.,SEATTLE,KING
417142,09/21/2015 12:00:00 AM,AVN,5D5264A,314.55.104,(MJ) Marijuana processor extraction requirements.,TACOMA,PIERCE
414889,05/03/2016 12:00:00 AM,AVN,1S6124A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,TACOMA,PIERCE
413099,09/07/2017 12:00:00 AM,AVN,7I7250A,314.55.110,(MJ) Conduct violations: Criminal conduct: Permitting or engaging in criminal conduct.,UNINCORPORATED AREAS,SKAGIT
420478,02/14/2017 12:00:00 AM,AVN,1F7045E,69.50.401,(MJ) Sale or service to minor,UNINCORPORATED AREAS,MASON
414680,06/26/2015 12:00:00 AM,AVN,3G5177C,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,EVERETT,SNOHOMISH
417497,08/15/2017 12:00:00 AM,AVN,7L7227B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),MOXEE,YAKIMA
413702,06/26/2017 12:00:00 AM,AVN,3B7177A,314.55.092,(MJ) Failure to submit monthly tax reports and/or payments.,BELLINGHAM,WHATCOM
412977,05/19/2016 12:00:00 AM,AVN,7R6140A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORP. AREAS,SAN JUAN
416027,07/21/2016 12:00:00 AM,AVN,7I6203A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),UNINCORPORATED AREAS,SKAGIT
422194,10/16/2017 12:00:00 AM,Written Warning,2S7289A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,AUBURN,KING
417165,04/22/2016 12:00:00 AM,AVN,7J6113B,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,UNINCORPORATED AREAS,KING
412061,09/25/2014 12:00:00 AM,AVN,7O4268A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,PASCO,FRANKLIN
418322,10/28/2016 12:00:00 AM,AVN,7G6302A,314.55.120,(MJ) Failing to gain board approval for changes in existing ownership.,SEATTLE,KING
413215,01/20/2017 12:00:00 AM,AVN,7G7020A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SNOHOMISH
413078,11/01/2014 12:00:00 AM,AVN,7G4305A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),FRIDAY HARBOR,SAN JUAN
412494,10/27/2015 12:00:00 AM,AVN,2P5300A,69.50.357,(MJ) Licensee and/or employee open and/or consuming marijuana on a  licensed premises.,AUBURN,KING
412891,07/06/2017 12:00:00 AM,AVN,7M7187A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE VALLEY,SPOKANE
424788,07/21/2017 12:00:00 AM,AVN,7L7202A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,YAKIMA
412603,10/08/2014 12:00:00 AM,AVN,7O4281A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments (producer),UNINCORP. AREAS,WALLA WALLA
413652,01/12/2016 12:00:00 AM,AVN,7C6012A,314.55.083(4),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORPORATED AREAS,THURSTON
412672,02/23/2015 12:00:00 AM,AVN,7D5054A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,SNOHOMISH
416458,09/25/2015 12:00:00 AM,AVN,7D5268A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),TACOMA,PIERCE
416690,07/20/2017 12:00:00 AM,AVN,7I7201A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORPORATED AREAS,SKAGIT
413706,05/03/2017 12:00:00 AM,AVN,7E6280A,314.55.050,(MJ) Misrepresentation of fact.,KELSO,COWLITZ
417586,05/05/2016 12:00:00 AM,AVN,7Q6126A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,SPOKANE VALLEY,SPOKANE
415761,07/19/2017 12:00:00 AM,AVN,7G7200A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),GOLD BAR,SNOHOMISH
416339,07/13/2016 12:00:00 AM,AVN,7B6195A,314.55.120,(MJ) True party of interest violation.,TACOMA,PIERCE
413737,05/25/2017 12:00:00 AM,AVN,3G7145B,69.50.401,(MJ) Sale or service to minor,UNINCORPORATED AREAS,SNOHOMISH
417002,10/23/2015 12:00:00 AM,AVN,7P5296C,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,CHELAN
415037,05/15/2015 12:00:00 AM,AVN,1P5135C,314.55.079,(MJ) Sale or service to minor,TACOMA,PIERCE
416968,09/03/2015 12:00:00 AM,AVN,7G5246A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),ARLINGTON,SNOHOMISH
415348,03/15/2017 12:00:00 AM,AVN,2D7074A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,SEATTLE,KING
421577,05/15/2017 12:00:00 AM,AVN,3L7135A,314.55.079,(MJ) Sale or service to minor,REDMOND,KING
412258,12/21/2016 12:00:00 AM,AVN,7R6356A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,MASON
416853,03/28/2017 12:00:00 AM,AVN,7G7087A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),ARLINGTON,SNOHOMISH
414281,09/27/2015 12:00:00 AM,AVN,7D5270A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",BAINBRIDGE ISLAND,KITSAP
412830,03/08/2016 12:00:00 AM,AVN,7O6068A,314.55.083(5),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,LINCOLN
412362,02/17/2016 12:00:00 AM,AVN,7O6048A,314.55.105,(MJ) Packaging and/or labeling violations (processor/retailer).,UNINCORP. AREAS,BENTON
412258,10/17/2016 12:00:00 AM,AVN,7R6291A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",UNINCORPORATED AREAS,MASON
414958,04/15/2016 12:00:00 AM,AVN,4G6106A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,ELLENSBURG,KITTITAS
412593,10/20/2017 12:00:00 AM,AVN,7E7293A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORP. AREAS,CLARK
412735,03/27/2017 12:00:00 AM,AVN,7D7086A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),TACOMA,PIERCE
412226,09/08/2017 12:00:00 AM,Written Warning,7N7251A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SPOKANE
417643,03/22/2016 12:00:00 AM,AVN,3D6082A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,OAK HARBOR,ISLAND
425273,08/24/2017 12:00:00 AM,Written Warning,4D7236A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",WALLA WALLA (CITY),WALLA WALLA
416046,07/12/2017 12:00:00 AM,AVN,7H7193A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),UNINCORP. AREAS,OKANOGAN
416911,11/18/2015 12:00:00 AM,AVN,7B5322A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,AUBURN,KING
413737,02/02/2017 12:00:00 AM,AVN,3E7033A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,SNOHOMISH
414569,05/22/2015 12:00:00 AM,AVN,3J5142B,66.44.310(1)(a),(MJ) Allowing a minor to frequent a restricted area.,SHORELINE,KING
416548,04/23/2015 12:00:00 AM,AVN,7O5113A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORP. AREAS,BENTON
412869,02/10/2017 12:00:00 AM,AVN,7E7039A,314.55.050,(MJ) Misrepresentation of fact.,VANCOUVER,CLARK
416006,09/21/2017 12:00:00 AM,AVN,7H7264A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORP. AREAS,OKANOGAN
415710,07/20/2017 12:00:00 AM,AVN,7D7201A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),TACOMA,PIERCE
084045,08/07/2015 12:00:00 AM,AVN,1J5219B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,VANCOUVER,CLARK
417078,02/25/2016 12:00:00 AM,AVN,7C6056A,314.55.085,(MJ) Violation of transportation requirements.,KELSO,COWLITZ
413135,12/30/2016 12:00:00 AM,AVN,7P6365B,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",UNINCORPORATED AREAS,DOUGLAS
412053,10/06/2014 12:00:00 AM,AVN,7M4279A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,LINCOLN
415853,08/02/2017 12:00:00 AM,AVN,1O7214A,314.55.096,(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,KING
422012,07/20/2016 12:00:00 AM,AVN,1C6202A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,THURSTON
415539,01/23/2017 12:00:00 AM,AVN,1F7023A,69.50.401,(MJ) Sale or service to minor,UNINCORPORATED AREAS,MASON
425045,10/20/2017 12:00:00 AM,AVN,7N7293A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,GRANT
416825,09/21/2017 12:00:00 AM,AVN,7J7264A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,OKANOGAN
414520,05/07/2015 12:00:00 AM,AVN,3G5127A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,EVERETT,SNOHOMISH
