scrape,wmsite,address,city,email,street,st,dateaccess,dispensaryname,slug,med_rec,zipcode,ManuallyCleaned,Source
242,https://weedmaps.com/dispensaries/high-society-everett,"1824 Broadway, Everett, WA 98201",Everett,info@highsociety.com,1824 Broadway,WA,12/16/18,High Society - Recreational,high-society-everett,recreational,98201,0,
154,https://weedmaps.com/dispensaries/the-joint-bellingham,"1840 James St., Bellingham, WA 98225",Bellingham,info@thejointbellingham.com,1840 James St.,WA,11/25/16,The Joint - Bellingham,,recreational,98225,0,
184,https://weedmaps.com/dispensaries/the-joint-bellingham,"1840 James St., Bellingham, WA 98225",Bellingham,info@thejointbellingham.com,1840 James St.,WA,5/27/17,The Joint - Bellingham,,recreational,98225,0,
215,https://weedmaps.com/dispensaries/the-joint-bellingham,"1840 James St., Bellingham, WA 98225",Bellingham,info@thejointbellingham.com,1840 James St.,WA,11/25/17,The Joint - Bellingham,,recreational,98225,0,
227,https://weedmaps.com/dispensaries/the-joint-bellingham,"1840 James St., Bellingham, WA 98225",Bellingham,info@thejointbellingham.com,1840 James St.,WA,5/26/18,The Joint - Bellingham,the-joint-bellingham,recreational,98225,0,
242,https://weedmaps.com/dispensaries/the-joint-bellingham,"1840 James St., Bellingham, WA 98225",Bellingham,info@thejointbellingham.com,1840 James St.,WA,12/16/18,The Joint - Bellingham,the-joint-bellingham,recreational,98225,0,
245,https://weedmaps.com/dispensaries/the-joint-bellingham,"1840 James St.,Bellingham,Washington 98225",Bellingham,info@thejointbellingham.com,1840 James St.,WA,6/23/19,The Joint - Bellingham,the-joint-bellingham,recreational,98225,0,
154,https://weedmaps.com/dispensaries/lucid-cheney,"1845 1st Street, Cheney, Wa 99004",Cheney,contact@lucidcheney.com,1845 1st Street,WA,11/25/16,Lucid Cheney - Grand Opening,,recreational,99004,0,
184,https://weedmaps.com/dispensaries/lucid-cheney,"1845 1st Street, Cheney, Wa 99004",Cheney,contact@lucidcheney.com,1845 1st Street,WA,5/27/17,Lucid - Cheney,,recreational,99004,0,
215,https://weedmaps.com/dispensaries/lucid-cheney,"1845 1st Street, Cheney, Wa 99004",Cheney,contact@lucidcheney.com,1845 1st Street,WA,11/25/17,Lucid - Cheney,,recreational,99004,0,
227,https://weedmaps.com/dispensaries/lucid-cheney,"1845 1st Street, Cheney, Wa 99004",Cheney,contact@lucidcheney.com,1845 1st Street,WA,5/26/18,Lucid - Cheney,lucid-cheney,recreational,99004,0,
242,https://weedmaps.com/dispensaries/lucid-cheney,"1845 1st Street, Cheney, Wa 99004",Cheney,contact@lucidcheney.com,1845 1st Street,WA,12/16/18,Lucid - Cheney,lucid-cheney,recreational,99004,0,
245,https://weedmaps.com/dispensaries/lucid-cheney,"1845 1st Street,Cheney,Washington 99004",Cheney,contact@lucidcheney.com,1845 1st Street,WA,6/23/19,Lucid - Cheney,lucid-cheney,recreational,99004,0,
184,https://weedmaps.com/dispensaries/freelund-cannabis-whidbey-island-natural-medicine,"18646 State Route 525 Suite B, Freeland, WA 98249",Freeland,whidbeyislandnaturalmedicine@gmail.com,18646 State Route 525 Suite B,WA,5/27/17,Freeland Cannabis & Whidbey Island Natural Medicine,,recreational,98249,0,
215,https://weedmaps.com/dispensaries/freelund-cannabis-whidbey-island-natural-medicine,"18646 State Route 525 Suite B, Freeland, WA 98249",Freeland,whidbeyislandnaturalmedicine@gmail.com,18646 State Route 525 Suite B,WA,11/25/17,Freeland Cannabis &amp; Whidbey Island Natural Medicine,,recreational,98249,0,
227,https://weedmaps.com/dispensaries/freelund-cannabis-whidbey-island-natural-medicine,"18646 State Route 525 Suite B, Freeland, WA 98249",Freeland,whidbeyislandnaturalmedicine@gmail.com,18646 State Route 525 Suite B,WA,5/26/18,Freeland Cannabis & Whidbey Island Natural Medicine,freelund-cannabis-whidbey-island-natural-medicine,recreational,98249,0,
242,https://weedmaps.com/dispensaries/freelund-cannabis-whidbey-island-natural-medicine,"18646 State Route 525 Suite B, Freeland, WA 98249",Freeland,whidbeyislandnaturalmedicine@gmail.com,18646 State Route 525 Suite B,WA,12/16/18,Freeland Cannabis & Whidbey Island Natural Medicine,freelund-cannabis-whidbey-island-natural-medicine,recreational,98249,0,
245,https://weedmaps.com/dispensaries/freelund-cannabis-whidbey-island-natural-medicine,"18646 State Route 525 Suite B,Freeland,Washington 98249",Freeland,whidbeyislandnaturalmedicine@gmail.com,18646 State Route 525 Suite B,WA,6/23/19,Freeland Cannabis & Whidbey Island Natural Medicine,freelund-cannabis-whidbey-island-natural-medicine,recreational,98249,0,
184,https://weedmaps.com/dispensaries/221-inc-222,"18729 Fir Island Rd Suite C, Mount Vernon, Wa 98273",Mount Vernon,info@221inc.com,18729 Fir Island Rd Suite C,WA,5/27/17,221 Inc. ,,recreational,98273,0,
215,https://weedmaps.com/dispensaries/221-inc-222,"18729 Fir Island Rd Suite C, Mount Vernon, Wa 98273",Mount Vernon,info@221inc.com,18729 Fir Island Rd Suite C,WA,11/25/17,PRC - 221 INC,,recreational,98273,0,
227,https://weedmaps.com/dispensaries/221-inc-222,"18729 Fir Island Rd Suite C, Mount Vernon, Wa 98273",Mount Vernon,info@221inc.com,18729 Fir Island Rd Suite C,WA,5/26/18,PRC - 221 INC,221-inc-222,recreational,98273,0,
242,https://weedmaps.com/dispensaries/221-inc-222,"18729 Fir Island Rd Suite C, Mount Vernon, Wa 98273",Mount Vernon,info@221inc.com,18729 Fir Island Rd Suite C,WA,12/16/18,PRC - 221 INC,221-inc-222,recreational,98273,0,
245,https://weedmaps.com/dispensaries/221-inc-222,"18729 Fir Island Rd Suite C,Mount Vernon,Washington 98273",Mount Vernon,info@221inc.com,18729 Fir Island Rd Suite C,WA,6/23/19,PRC - 221 INC,221-inc-222,recreational,98273,0,
101,http://weedmaps.com/dispensaries/high-end-market-place,"1906 Broadway, Vancouver, WA 98663",Vancouver,info@highendmarketplace.com,1906 Broadway,WA,11/22/15,High End Market Place,,recreational,98663,0,
184,https://weedmaps.com/dispensaries/high-end-market-place,"1906 Broadway, Vancouver, WA 98663",Vancouver,info@highendmarketplace.com,1906 Broadway,WA,5/27/17,High End Market Place,,recreational,98663,0,
215,https://weedmaps.com/dispensaries/high-end-market-place,"1906 Broadway, Vancouver, WA 98663",Vancouver,info@highendmarketplace.com,1906 Broadway,WA,11/25/17,High End Market Place,,recreational,98663,0,
227,https://weedmaps.com/dispensaries/high-end-market-place,"1906 Broadway, Vancouver, WA 98663",Vancouver,info@highendmarketplace.com,1906 Broadway,WA,5/26/18,High End Market Place,high-end-market-place,recreational,98663,0,
242,https://weedmaps.com/dispensaries/high-end-market-place,"1906 Broadway, Vancouver, WA 98663",Vancouver,info@highendmarketplace.com,1906 Broadway,WA,12/16/18,High End Market Place,high-end-market-place,recreational,98663,0,
245,https://weedmaps.com/dispensaries/high-end-market-place,"1906 Broadway,Vancouver,Washington 98663",Vancouver,info@highendmarketplace.com,1906 Broadway,WA,6/23/19,High End Market Place,high-end-market-place,recreational,98663,0,
184,https://weedmaps.com/dispensaries/local-roots-marijauna,"1912 201st Place SE #202, Bothell, Wa 98012",Bothell, info@localrootsmarijuana.com,1912 201st Place SE #202,WA,5/27/17,Local Roots - Bothell ,,recreational,98012,0,
215,https://weedmaps.com/dispensaries/cascade-kropz,"19127 Smokey Point Blvd, Arlington, WA 98223",Arlington,info@cascadekropz.net,19127 Smokey Point Blvd,WA,11/25/17,Cascade Kropz,,recreational,98223,0,
227,https://weedmaps.com/dispensaries/cascade-kropz,"19127 Smokey Point Blvd, Arlington, WA 98223",Arlington,info@cascadekropz.net,19127 Smokey Point Blvd,WA,5/26/18,Cascade Kropz,cascade-kropz,recreational,98223,0,
242,https://weedmaps.com/dispensaries/cascade-kropz,"19127 Smokey Point Blvd, Arlington, WA 98223",Arlington,info@cascadekropz.net,19127 Smokey Point Blvd,WA,12/16/18,Cascade Kropz,cascade-kropz,recreational,98223,0,
245,https://weedmaps.com/dispensaries/cascade-kropz,"19127 Smokey Point Blvd,Arlington,Washington 98223",Arlington,info@cascadekropz.net,19127 Smokey Point Blvd,WA,6/23/19,Cascade Kropz,cascade-kropz,recreational,98223,0,
101,http://weedmaps.com/dispensaries/the-green-nugget,"1919 E Francis Ave., Spokane, Washington 99208",Spokane,thegreennuggetspokane@gmail.com,1919 E Francis Ave.,WA,11/22/15,The Green Nugget - Recreational,,recreational,99208,0,
127,http://weedmaps.com/dispensaries/the-green-nugget,"1919 E Francis Ave., Spokane, Washington 99208",Spokane,greennuggetspokane@gmail.com,1919 E Francis Ave.,WA,5/22/16,The Green Nugget - Recreational,,recreational,99208,0,
154,https://weedmaps.com/dispensaries/the-green-nugget,"1919 E Francis Ave., Spokane, Washington 99208",Spokane,greennuggetspokane@gmail.com,1919 E Francis Ave.,WA,11/25/16,The Green Nugget - Recreational,,recreational,99208,0,
184,https://weedmaps.com/dispensaries/the-green-nugget,"1919 E Francis Ave., Spokane, Washington 99208",Spokane,greennuggetspokane@gmail.com,1919 E Francis Ave.,WA,5/27/17,The Green Nugget - Recreational,,recreational,99208,0,
215,https://weedmaps.com/dispensaries/the-green-nugget,"1919 E Francis Ave., Spokane, Washington 99208",Spokane,greennuggetspokane@gmail.com,1919 E Francis Ave.,WA,11/25/17,The Green Nugget - Recreational,,recreational,99208,0,
227,https://weedmaps.com/dispensaries/the-green-nugget,"1919 E Francis Ave., Spokane, Washington 99208",Spokane,greennuggetspokane@gmail.com,1919 E Francis Ave.,WA,5/26/18,The Green Nugget - Recreational,the-green-nugget,recreational,99208,0,
184,https://weedmaps.com/dispensaries/the-kushery,"19258 15th Ave NE Suite B, Shoreline, Wa 98155",Shoreline,lfpkushery@mail.com,19258 15th Ave NE Suite B,WA,5/27/17,The Kushery- Lake Forest Park,,recreational,98155,0,
215,https://weedmaps.com/dispensaries/the-kushery,"19258 15th Ave NE Suite B, Shoreline, Wa 98155",Shoreline,lfpkushery@mail.com,19258 15th Ave NE Suite B,WA,11/25/17,The Kushery- Lake Forest Park,,recreational,98155,0,
227,https://weedmaps.com/dispensaries/the-kushery,"19258 15th Ave NE Suite B, Shoreline, Wa 98155",Shoreline,lfpkushery@mail.com,19258 15th Ave NE Suite B,WA,5/26/18,The Kushery- Lake Forest Park,the-kushery,recreational,98155,0,
242,https://weedmaps.com/dispensaries/the-kushery,"19258 15th Ave NE Suite B, Shoreline, Wa 98155",Shoreline,lfpkushery@mail.com,19258 15th Ave NE Suite B,WA,12/16/18,The Kushery- Lake Forest Park,the-kushery,recreational,98155,0,
245,https://weedmaps.com/dispensaries/the-kushery,"19258 15th Ave NE Suite B,Shoreline,Washington 98155",Shoreline,lfpkushery@mail.com,19258 15th Ave NE Suite B,WA,6/23/19,The Kushery- Lake Forest Park,the-kushery,recreational,98155,0,
154,https://weedmaps.com/dispensaries/herbal-nation,"19302 Bothell Everett Hwy, Bothell, Washington 98012",Bothell,1herbalnation@gmail.com,19302 Bothell Everett Hwy,WA,11/25/16,Herbal Nation - Recreational,,recreational,98012,0,
184,https://weedmaps.com/dispensaries/herbal-nation,"19302 Bothell Everett Hwy, Bothell, Washington 98012",Bothell,1herbalnation@gmail.com,19302 Bothell Everett Hwy,WA,5/27/17,Herbal Nation - Recreational,,recreational,98012,0,
215,https://weedmaps.com/dispensaries/herbal-nation,"19302 Bothell Everett Hwy, Bothell, Washington 98012",Bothell,1herbalnation@gmail.com,19302 Bothell Everett Hwy,WA,11/25/17,Herbal Nation - Recreational,,recreational,98012,0,
227,https://weedmaps.com/dispensaries/a-greener-today-bothell-2,"19315 Bothell Everett Hwy Unit 1, Bothell, WA 98012",Bothell,bothellcs@agreenertoday.com,19315 Bothell Everett Hwy Unit 1,WA,5/26/18,A Greener Today - Bothell,a-greener-today-bothell-2,recreational,98012,0,
242,https://weedmaps.com/dispensaries/a-greener-today-bothell-2,"19315 Bothell Everett Hwy Unit 1, Bothell, WA 98012",Bothell,bothellcs@agreenertoday.com,19315 Bothell Everett Hwy Unit 1,WA,12/16/18,A Greener Today - Bothell,a-greener-today-bothell-2,recreational,98012,0,
245,https://weedmaps.com/dispensaries/a-greener-today-bothell-2,"19315 Bothell Everett Hwy Unit 1,Bothell,Washington 98012",Bothell,bothellcs@agreenertoday.com,19315 Bothell Everett Hwy Unit 1,WA,6/23/19,A Greener Today - Bothell,a-greener-today-bothell-2,recreational,98012,0,
154,https://weedmaps.com/dispensaries/cannabis-coast-2,"193161 US-101, Forks, WA 98331",Forks,brassfield@hotmail.com,193161 US-101,WA,11/25/16,Cannabis Coast,,recreational,98331,0,
184,https://weedmaps.com/dispensaries/cannabis-coast-2,"193161 US-101, Forks, WA 98331",Forks,coastalparkers@outlook.com,193161 US-101,WA,5/27/17,Cannabis Coast,,recreational,98331,0,
215,https://weedmaps.com/dispensaries/cannabis-coast-2,"193161 US-101, Forks, WA 98331",Forks,coastalparkers@outlook.com,193161 US-101,WA,11/25/17,Cannabis Coast,,recreational,98331,0,
227,https://weedmaps.com/dispensaries/cannabis-coast-2,"193161 US-101, Forks, WA 98331",Forks,coastalparkers@outlook.com,193161 US-101,WA,5/26/18,Cannabis Coast,cannabis-coast-2,recreational,98331,0,
242,https://weedmaps.com/dispensaries/cannabis-coast-2,"193161 US-101, Forks, WA 98331",Forks,coastalparkers@outlook.com,193161 US-101,WA,12/16/18,Cannabis Coast,cannabis-coast-2,recreational,98331,0,
245,https://weedmaps.com/dispensaries/cannabis-coast-2,"193161 US-101,Forks,Washington 98331",Forks,coastalparkers@outlook.com,193161 US-101,WA,6/23/19,Cannabis Coast,cannabis-coast-2,recreational,98331,0,
215,https://weedmaps.com/dispensaries/green-theory-spring-district,"1940 124th Avenue NE A-101, Bellevue, WA 98005",Bellevue,info@green-theory.com,1940 124th Avenue NE A-101,WA,11/25/17,Green - Theory Spring District,,recreational,98005,0,
227,https://weedmaps.com/dispensaries/green-theory-spring-district,"1940 124th Avenue NE A-101, Bellevue, WA 98005",Bellevue,info@green-theory.com,1940 124th Avenue NE A-101,WA,5/26/18,Green - Theory Spring District,green-theory-spring-district,recreational,98005,0,
242,https://weedmaps.com/dispensaries/green-theory-spring-district,"1940 124th Avenue NE A-101, Bellevue, WA 98005",Bellevue,info@green-theory.com,1940 124th Avenue NE A-101,WA,12/16/18,Green - Theory BelRed,green-theory-spring-district,recreational,98005,0,
245,https://weedmaps.com/dispensaries/green-theory-spring-district,"1940 124th Avenue NE A-101,Bellevue,Washington 98005",Bellevue,info@green-theory.com,1940 124th Avenue NE A-101,WA,6/23/19,Green - Theory BelRed,green-theory-spring-district,recreational,98005,0,
154,https://weedmaps.com/dispensaries/euphorium-2-7,"19525 Bothell Everett Highway, Bothell, WA 98012",Bothell,info@euphorium502.com,19525 Bothell Everett Highway,WA,11/25/16,Euphorium-Bothell,,recreational,98012,0,
215,https://weedmaps.com/dispensaries/euphorium-2-7,"19525 Bothell Everett Highway, Bothell, WA 98012",Bothell,info@euphorium502.com,19525 Bothell Everett Highway,WA,11/25/17,Euphorium-Bothell,,recreational,98012,0,
227,https://weedmaps.com/dispensaries/euphorium-2-7,"19525 Bothell Everett Highway, Bothell, WA 98012",Bothell,info@euphorium502.com,19525 Bothell Everett Highway,WA,5/26/18,Euphorium-Bothell,euphorium-2-7,recreational,98012,0,
242,https://weedmaps.com/dispensaries/euphorium-2-7,"19525 Bothell Everett Highway, Bothell, WA 98012",Bothell,info@euphorium502.com,19525 Bothell Everett Highway,WA,12/16/18,Euphorium-Bothell,euphorium-2-7,recreational,98012,0,
245,https://weedmaps.com/dispensaries/euphorium-2-7,"19525 Bothell Everett Highway,Bothell,Washington 98012",Bothell,info@euphorium502.com,19525 Bothell Everett Highway,WA,6/23/19,Euphorium - Bothell,euphorium-2-7,recreational,98012,0,
154,https://weedmaps.com/dispensaries/green-fire-3,"1956 1st Ave S, Seattle, Wa 98134",Seattle,Hashpipeseattle@gmail.com,1956 1st Ave S,WA,11/25/16,Green Fire,,recreational,98134,0,
184,https://weedmaps.com/dispensaries/green-fire-3,"1956 1st Ave S, Seattle, Wa 98134",Seattle,Hashpipeseattle@gmail.com,1956 1st Ave S,WA,5/27/17, Bangin' Glass,,recreational,98134,0,
215,https://weedmaps.com/dispensaries/green-fire-3,"1956 1st Ave S, Seattle, Wa 98134",Seattle,Justin@greenfire.glass,1956 1st Ave S,WA,11/25/17,Green Fire Cannabis,,recreational,98134,0,
227,https://weedmaps.com/dispensaries/green-fire-3,"1956 1st Ave S, Seattle, Wa 98134",Seattle,Justin@greenfire.glass,1956 1st Ave S,WA,5/26/18,Green Fire Cannabis,green-fire-3,recreational,98134,0,
242,https://weedmaps.com/dispensaries/green-fire-3,"1956 1st Ave S, Seattle, Wa 98134",Seattle,Justin@greenfire.glass,1956 1st Ave S,WA,12/16/18,Green Fire Cannabis,green-fire-3,recreational,98134,0,
245,https://weedmaps.com/dispensaries/green-fire-3,"1956 1st Ave S,Seattle,Washington 98134",Seattle,Justin@greenfire.glass,1956 1st Ave S,WA,6/23/19,Green Fire Cannabis,green-fire-3,recreational,98134,0,
127,http://weedmaps.com/dispensaries/blowin-smoke,"1967 Hwy 395 S. Suite C, Chewelah, Washington 99109",Chewelah,blowinsmoke.wa@gmail.com,1967 Hwy 395 S. Suite C,WA,5/22/16,Blowin Smoke,,recreational,99109,0,
154,https://weedmaps.com/dispensaries/blowin-smoke,"1967 Hwy 395 S. Suite C, Chewelah, Washington 99109",Chewelah,blowinsmoke.wa@gmail.com,1967 Hwy 395 S. Suite C,WA,11/25/16,Blowin Smoke,,recreational,99109,0,
184,https://weedmaps.com/dispensaries/blowin-smoke,"1967 Hwy 395 S. Suite C, Chewelah, Washington 99109",Chewelah,blowinsmoke.wa@gmail.com,1967 Hwy 395 S. Suite C,WA,5/27/17,Blowin Smoke,,recreational,99109,0,
215,https://weedmaps.com/dispensaries/blowin-smoke,"1967 Hwy 395 S. Suite C, Chewelah, Washington 99109",Chewelah,blowinsmoke.wa@gmail.com,1967 Hwy 395 S. Suite C,WA,11/25/17,Blowin Smoke,,recreational,99109,0,
227,https://weedmaps.com/dispensaries/blowin-smoke,"1967 Hwy 395 S. Suite C, Chewelah, Washington 99109",Chewelah,blowinsmoke.wa@gmail.com,1967 Hwy 395 S. Suite C,WA,5/26/18,Blowin Smoke,blowin-smoke,recreational,99109,0,
242,https://weedmaps.com/dispensaries/blowin-smoke,"1967 Hwy 395 S. Suite C, Chewelah, Washington 99109",Chewelah,blowinsmoke.wa@gmail.com,1967 Hwy 395 S. Suite C,WA,12/16/18,Blowin Smoke,blowin-smoke,recreational,99109,0,
245,https://weedmaps.com/dispensaries/blowin-smoke,"1967 Hwy 395 S. Suite C,Chewelah,Washington 99109",Chewelah,blowinsmoke.wa@gmail.com,1967 Hwy 395 S. Suite C,WA,6/23/19,Blowin Smoke,blowin-smoke,recreational,99109,0,
184,https://weedmaps.com/dispensaries/prosser-bake-shop,"19705 South Griffin Road, Prosser, WA 99350",Prosser,Prosserbakeshop@gmail.com,19705 South Griffin Road,WA,5/27/17,The Bake Shop,,recreational,99350,0,
215,https://weedmaps.com/dispensaries/prosser-bake-shop,"19705 South Griffin Road, Prosser, WA 99350",Prosser,Prosserbakeshop@gmail.com,19705 South Griffin Road,WA,11/25/17,The Bake Shop,,recreational,99350,0,
227,https://weedmaps.com/dispensaries/prosser-bake-shop,"19705 South Griffin Road, Prosser, WA 99350",Prosser,Prosserbakeshop@gmail.com,19705 South Griffin Road,WA,5/26/18,The Bake Shop,prosser-bake-shop,recreational,99350,0,
242,https://weedmaps.com/dispensaries/prosser-bake-shop,"19705 South Griffin Road, Prosser, WA 99350",Prosser,Prosserbakeshop@gmail.com,19705 South Griffin Road,WA,12/16/18,The Bake Shop,prosser-bake-shop,recreational,99350,0,
245,https://weedmaps.com/dispensaries/prosser-bake-shop,"19705 South Griffin Road,Prosser,Washington 99350",Prosser,Prosserbakeshop@gmail.com,19705 South Griffin Road,WA,6/23/19,The Bake Shop,prosser-bake-shop,recreational,99350,0,
101,http://weedmaps.com/dispensaries/sweet-green-nw,"19943 Old  Hwy 99 SW, Rochester, WA 98579",Rochester,sweetgreensnw@gmail.com,19943 Old  Hwy 99 SW,WA,11/21/15,Sweet Green NW,,recreational,98579,0,
127,http://weedmaps.com/dispensaries/sweet-green-nw,"19943 Old  Hwy 99 SW, Rochester, WA 98579",Rochester,sweetgreensnw@gmail.com,19943 Old  Hwy 99 SW,WA,5/22/16,Sweet Green NW,,recreational,98579,0,
154,https://weedmaps.com/dispensaries/sweet-green-nw,"19943 Old  Hwy 99 SW, Rochester, WA 98579",Rochester,sweetgreensnw@gmail.com,19943 Old  Hwy 99 SW,WA,11/25/16,Sweet Green NW,,recreational,98579,0,
