Tradename,License #,UBI,Street Address,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateCreated,DayPhone,ManuallyCleaned,Source
PAKALOLO                                     ,414712,6.03E+15,2294 STATE ROUTE 109          ,                         ,HOQUIAM                 ,WA,GRAYS HARBOR,985500000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170328,2539059448,0,0
GREEN GROTTO                                 ,414108,6.03E+15,230 NE JUNIPER ST #101A       ,                         ,ISSAQUAH                ,WA,KING,980272519,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161123,2067926857,0,0
ISSAQUAH CANNABIS COMPANY                    ,414867,6.03E+15,230 NE JUNIPER ST STE#201     ,STE#201                  ,ISSAQUAH                ,WA,KING,980272519,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161212,2069492124,0,0
KITSAP CANNABIS 3                            ,422827,6.04E+15,2300 TALLEY WAY UNIT C        ,                         ,KELSO                   ,WA,COWLITZ,986265513,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,3608658092,0,0
STARBUDS                                     ,414805,6.03E+15,2304 S 1ST ST STE A           ,                         ,YAKIMA                  ,WA,YAKIMA,989031602,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160311,4258793191,0,0
GREEN BHANG LLC                              ,422812,6.04E+15,2307 TACOMA AVE S  STE B      ,                         ,TACOMA                  ,WA,PIERCE,984021409,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,2539876637,0,0
UNCLE IKE'S                                  ,414533,6.03E+15,2310 EAST UNION ST            ,                         ,SEATTLE                 ,WA,KING,981222966,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170615,2065055555,0,0
MAIN STREET MARIJUANA                        ,414876,6.03E+15,2314 MAIN ST                  ,                         ,VANCOUVER               ,WA,CLARK,986602642,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170627,4259745804,0,0
T.H.C.SUPERMARKET                            ,415198,6.03E+15,23221 EDMONDS WAY STE A       ,STE A                    ,EDMONDS                 ,WA,SNOHOMISH,980260000,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170510,4259675800,0,0
4 US RETAIL                                  ,413700,6.02E+15,23251 HWY 20                  ,                         ,OKANOGAN                ,WA,OKANOGAN,988400000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20170303,5094296082,0,0
JT RETAIL                                    ,414648,6.03E+15,23329 HIGHWAY 99              ,                         ,EDMONDS                 ,WA,SNOHOMISH,980268745,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131224,2066767548,0,0
A & J MANAGEMENT GROUP                       ,421491,6.03E+15,234 DIVISION ST NW STE B      ,                         ,OLYMPIA                 ,WA,THURSTON,985024916,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170309,5055507710,0,0
GREENSIDE                                    ,414295,6.03E+15,23407 PACIFIC HWY S           ,                         ,DES MOINES              ,WA,KING,981988738,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161103,2068786470,0,0
THE GREEN RECREATIONAL CANNABIS              ,413603,6.03E+15,23440 PACIFIC HWY S           ,                         ,KENT                    ,WA,KING,980322718,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170405,2065793661,0,0
GANJA VITA                                   ,415539,6.03E+15,23441 NE STATE ROUTE 3        ,                         ,BELFAIR                 ,WA,MASON,985280000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161231,2535143949,0,0
GANJA VITA III LLC                           ,421321,6.04E+15,23441 NE STATE RT 3 STE B-2   ,                         ,BELFAIR                 ,WA,MASON,985288342,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,2535143949,0,0
FORBIDDEN CANNABIS LLC                       ,414803,6.04E+15,2358 ELMWAY                   ,                         ,OKANOGAN                ,WA,OKANOGAN,988400000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170607,2532241442,0,0
THE ROOT CELLAR                              ,415343,6.03E+15,23632 NE STATE ROUTE 3        ,                         ,BELFAIR                 ,WA,MASON,985288309,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170112,3604348767,0,0
420 DOWNTOWN                                 ,421797,6.04E+15,23694 HIGHWAY 3 STE A         ,                         ,BELFAIR                 ,WA,MASON,985280000,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170602,3605616972,0,0
"GREEN LADY WESTSIDE, INC.                    ",416540,6.04E+15,2405 HARRISON AVE NW STE 201  ,                         ,OLYMPIA                 ,WA,THURSTON,985024592,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161220,5098697475,0,0
THE JOINT                                    ,76458,6.03E+15,2409 PACIFIC AVE              ,                         ,TACOMA                  ,WA,PIERCE,984022910,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161227,4254710283,0,0
MARI MART                                    ,422298,6.04E+15,24090 NE STATE ROUTE 3 STE I  ,                         ,BELFAIR                 ,WA,MASON,985289665,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170110,3602751181,0,0
PONDER                                       ,413809,6.03E+15,2413 E UNION ST               ,                         ,SEATTLE                 ,WA,KING,981223045,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161115,2064202180,0,0
WASHINGTON STATE CANNABIS COMPANY            ,414559,6.04E+15,2415 ROBERSTON DRIVE          ,                         ,RICHLAND                ,WA,BENTON,99354,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160318,2066607221,0,0
GREENHAND                                    ,420898,6.03E+15,2424 N MONROE STREET          ,                         ,SPOKANE                 ,WA,SPOKANE,992053349,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170516,2067357072,0,0
CANNABIS SWEET RELIEF                        ,422466,6.04E+15,2427 W SIMS WAY               ,STE F                    ,PORT TOWNSEND           ,WA,JEFFERSON,983682247,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170424,5416109508,0,0
HERBAN APOTHECARY                            ,422851,6.04E+15,2432C HWY 395 SUITE 300       ,                         ,CHEWELAH                ,WA,STEVENS,991090000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,3602715583,0,0
MARY JANE'S HOUSE OF MARIJUANA               ,413844,6.03E+15,245 6TH ST                    ,                         ,WASHOUGAL               ,WA,CLARK,986712123,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131220,3609312169,0,0
S&K GREEN GOODS                              ,423355,6.03E+15,24921 E TRENT AVE             ,                         ,NEWMAN LAKE             ,WA,SPOKANE,990250000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20161010,2535765196,0,0
TACOMA HOUSE OF CANNABIS                     ,421506,6.04E+15,2502 S 12TH ST                ,                         ,TACOMA                  ,WA,PIERCE,984052710,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170217,3607853843,0,0
LUCID CHENEY                                 ,413504,6.03E+15,25023 E APPLEWAY AVE          ,                         ,LIBERTY LAKE            ,WA,SPOKANE,990199545,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20161107,2539855872,0,0
FIVE POINTS OF PIERCE COUNTY LLC             ,422566,6.03E+15,2510 SANDRA AVE               ,                         ,CENTRALIA               ,WA,LEWIS,985319649,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170223,2538644924,0,0
CANNABIS 21                                  ,415344,6.03E+15,2510 SANDRA AVE STE A         ,                         ,CENTRALIA               ,WA,LEWIS,985319321,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170522,3602397149,0,0
WASHINGTON GREEN LEAF                        ,414128,6.03E+15,2510 SANDRA AVE STE C         ,STE C                    ,CENTRALIA               ,WA,LEWIS,985319649,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161118,4253124423,0,0
DOUGLAS COUNTY 502                           ,412865,6.03E+15,2512 FOSTER CREEK AVE         ,                         ,BRIDGEPORT              ,WA,DOUGLAS,988130000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20160804,5033177035,0,0
THE WEED SHOP                                ,422457,6.04E+15,25171 SR 525                  ,#2                       ,GREENBANK               ,WA,ISLAND,982530000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170419,4252603482,0,0
THRIVE                                       ,414074,6.03E+15,2526 E HILLSBORO ST           ,STE A                    ,PASCO                   ,WA,FRANKLIN,993010000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160428,5098604315,0,0
THE SPOT ON EVERGREEN II                     ,422817,6.04E+15,2530 PEACE PORTAL DR SUITE B  ,                         ,BLAINE                  ,WA,WHATCOM,982308063,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170325,4252314439,0,0
ALTITUDE                                     ,414225,6.03E+15,260 MERLOT DR                 ,                         ,PROSSER                 ,WA,BENTON,993500000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161129,5097864200,0,0
KITSAP CANNABIS                              ,424117,6.04E+15,2600 NW RANDALL WAY           ,SUITE 103                ,SILVERDALE              ,WA,KITSAP,983839427,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170324,3608658092,0,0
WAYNE SEMINOFF COMPANY                       ,422752,6.01E+15,2600 W BRUNEAU PL             ,                         ,KENNEWICK               ,WA,BENTON,983360000,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170721,4256437780,0,0
POULSBO HAZE                                 ,413255,6.03E+15,26011 OHIO AVE NE             ,                         ,KINGSTON                ,WA,KITSAP,983460000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131120,3605983672,0,0
GREEN TIKI CANNABIS                          ,415310,6.02E+15,26099 UNITED RD NE            ,                         ,KINGSTON                ,WA,KITSAP,983460000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20161208,3607106475,0,0
2020 SOLUTIONS                   ,422363,6.04E+15,261 STATE HWY 28 WEST         ,                         ,SOAP LAKE               ,WA,GRANT,988510000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170418,3609154944,0,0
LOVING FARMS                                 ,412370,6.03E+15,2615 OLD HIGHWAY 99 S         ,                         ,MOUNT VERNON            ,WA,SKAGIT,982730000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161020,3605405168,0,0
BUD HUT                                      ,410831,6.04E+15,26207 MAPLE VALLEY BLACK      ,DIAMOND RD               ,MAPLE VALLEY            ,WA,KING,980388378,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170113,4257604345,0,0
KUSH                                         ,422980,6.02E+15,26207 MAPLE VALLEY-BLK DIAM RD,STE H                    ,MAPLE VALLEY            ,WA,KING,98038,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,4252693242,0,0
TACOMA HOUSE OF CANNABIS                     ,424473,6.04E+15,2632 S 38TH ST STE A          ,                         ,TACOMA                  ,WA,PIERCE,984097304,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170628,2532413261,0,0
DUTCH PLUG LLC                               ,422904,6.04E+15,2640 MAIN ST                  ,                         ,UNION GAP               ,WA,YAKIMA,989031752,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160405,2069920266,0,0
HERBAN LEGENDS                               ,420302,6.03E+15,2700 4TH AVE S C1             ,                         ,SEATTLE                 ,WA,KING,981341942,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160419,3604738393,0,0
HERBAN LEGENDS                               ,422691,6.03E+15,2700 4TH AVE S STE C1-A       ,                         ,SEATTLE                 ,WA,KING,981341942,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160322,2068495596,0,0
"HERB-N-CARE, LLC                             ",422694,6.03E+15,2701 AIRPORT WAY S STE B      ,                         ,SEATTLE                 ,WA,KING,981342112,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160329,2069207778,0,0
EMERALD LEAVES                               ,413363,6.04E+15,2702 6TH AVE                  ,                         ,TACOMA                  ,WA,PIERCE,984067213,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170222,2064825627,0,0
CANNABLYSS                                   ,415575,6.03E+15,2705 HARTFORD DR STE A        ,                         ,LAKE STEVENS            ,WA,SNOHOMISH,982589204,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161208,4253277529,0,0
TRIPLE C COLLECTIVE                          ,352400,6.03E+15,2708 6TH AVE                  ,                         ,TACOMA                  ,WA,PIERCE,984067213,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170626,2535074725,0,0
CANNAREX                                     ,414060,6.03E+15,2714 HENSON RD                ,                         ,MOUNT VERNON            ,WA,SKAGIT,982739036,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170619,4254058179,0,0
HERBAL LEGENDS CANNABIS                      ,422978,6.03E+15,2714 HENSON RD STE B          ,                         ,MOUNT VERNON            ,WA,SKAGIT,982730000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170502,3607783904,0,0
HOMEGROWN NORTHWEST                          ,421350,6.04E+15,2724 3RD AVE S                ,                         ,SEATTLE                 ,WA,KING,981341909,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170403,2534595741,0,0
CANNABIS CITY                                ,413319,6.03E+15,2733 4TH AVE S  1ST FLOOR     ,1ST FLOOR UNIT           ,SEATTLE                 ,WA,KING,981341912,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170502,2066821332,0,0
CASCADE CANNABIS                             ,421363,6.02E+15,27413 10TH DR NE              ,                         ,ARLINGTON               ,WA,SNOHOMISH,982237304,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20151121,3607078553,0,0
CRIMSON WAVE                                 ,414491,6.03E+15,27623 COVINGTON WAY SE UNIT 1 ,                         ,COVINGTON               ,WA,KING,980420000,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170613,9168359616,0,0
BB&B                                         ,415544,6.03E+15,27721 PACIFIC AVE S  STE D    ,SUITE D                  ,FEDERAL WAY             ,WA,KING,980032406,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170207,2532794511,0,0
GREEN SOLUTION PLACE                         ,420638,6.02E+15,2801 AUBURN WAY S             ,                         ,AUBURN                  ,WA,KING,980920000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170626,2532370770,0,0
NEXT STEPS                                   ,421698,6.04E+15,2804 E 30TH AVE               ,                         ,SPOKANE                 ,WA,SPOKANE,992234782,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170609,3016336086,0,0
