License #,ID #,Trade Name,Issue Date,premise id,L/Street,L/City,CITY,County,Updated 2019,Gender,% Ownership,Self-Identified Race,Census Category,Race of Majority Ownership (Cumulative),Percent ofMajority,Ownership,Percent of Cumulative Majority,Final
422055,6035808890010002,FLOYD'S CANNABIS COMPANY,20190205,394,5952 AIRPORT RD,PULLMAN,0,38,No,F,3.00%,Asian,Asian,White,71%,Non-Minority Owned,71%,Non-Minority Owned
422055,6035808890010002,FLOYD'S CANNABIS COMPANY,20190205,394,5952 AIRPORT RD,PULLMAN,0,38,No, ,26.00%,Black/White,Multiracial,White,71%,Non-Minority Owned,71%,Non-Minority Owned
422055,6035808890010002,FLOYD'S CANNABIS COMPANY,20190205,394,5952 AIRPORT RD,PULLMAN,0,38,No,F,20.00%,Caucasian,White,White,71%,Non-Minority Owned,71%,Non-Minority Owned
422055,6035808890010002,FLOYD'S CANNABIS COMPANY,20190205,394,5952 AIRPORT RD,PULLMAN,0,38,No,M,51.00%,White,White,White,71%,Non-Minority Owned,71%,Non-Minority Owned
422099,6041520640010001,365 RECREATIONAL CANNABIS,20190531,394,36711 U.S. HIGHWAY 12,DAYTON,0,7,Yes,Male,100.00%,Asian,Asian,Asian,100%,Minority Owned,100%,Asian
422103,6041627960010001,GREEN ROOM OH INC.,20190620,394,1640 NE GOLDIE ST STE B,OAK HARBOR,3,15,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422109,6035559160010002,A GREENER TODAY MARIJUANA-LYNNWOOD,20191105,394,14608 HWY 99 SUITE #304,LYNNWOOD,0,31,No,M,40.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422109,6035559160010002,A GREENER TODAY MARIJUANA-LYNNWOOD,20191105,394,14608 HWY 99 SUITE #304,LYNNWOOD,0,31,No,M,60.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422120,6033543680010004,EUPHORIUM 420,20180918,394,19525 BOTHELL EVERETT HWY A,BOTHELL,0,31,Yes,Male,1.00%,Asian,Asian,White,99%,Non-Minority Owned,99%,Non-Minority Owned
422120,6033543680010004,EUPHORIUM 420,20180918,394,19525 BOTHELL EVERETT HWY A,BOTHELL,0,31,Yes,Male,7.19%,Caucasian,White,White,99%,Non-Minority Owned,99%,Non-Minority Owned
422120,6033543680010004,EUPHORIUM 420,20180918,394,19525 BOTHELL EVERETT HWY A,BOTHELL,0,31,Yes,Female,11.42%,Caucasian,White,White,99%,Non-Minority Owned,99%,Non-Minority Owned
422120,6033543680010004,EUPHORIUM 420,20180918,394,19525 BOTHELL EVERETT HWY A,BOTHELL,0,31,Yes,Male,11.42%,Caucasian,White,White,99%,Non-Minority Owned,99%,Non-Minority Owned
422120,6033543680010004,EUPHORIUM 420,20180918,394,19525 BOTHELL EVERETT HWY A,BOTHELL,0,31,Yes,Male,19.97%,Caucasian,White,White,99%,Non-Minority Owned,99%,Non-Minority Owned
422120,6033543680010004,EUPHORIUM 420,20180918,394,19525 BOTHELL EVERETT HWY A,BOTHELL,0,31,Yes,Male,49.00%,Caucasian,White,White,99%,Non-Minority Owned,99%,Non-Minority Owned
422138,6035699590010004,"PABLO & CO., LLC",20191024,394,5602 STATE ROUTE 270 STE B,PULLMAN,0,38,No,M,20.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422138,6035699590010004,"PABLO & CO., LLC",20191024,394,5602 STATE ROUTE 270 STE B,PULLMAN,0,38,No,F,20.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422138,6035699590010004,"PABLO & CO., LLC",20191024,394,5602 STATE ROUTE 270 STE B,PULLMAN,0,38,No,F,60.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422139,6040518810010001,SMOKING CROW,20191003,394,4264 PACIFIC HWY,BELLINGHAM,1,37,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422146,6033507120010003,SPOKANE GREEN LEAF,20191019,394,9107 N COUNTRY HOMES BLVD #13,SPOKANE,0,32,No,M,25.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422146,6033507120010003,SPOKANE GREEN LEAF,20191019,394,9107 N COUNTRY HOMES BLVD #13,SPOKANE,0,32,No,F,25.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422146,6033507120010003,SPOKANE GREEN LEAF,20191019,394,9107 N COUNTRY HOMES BLVD #13,SPOKANE,0,32,No,M,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422168,6035559160010003,A GREENER TODAY MARIJUANA-GOLD BAR,20191105,394,16810 415TH AVE SE STE A-2,GOLD BAR,6,31,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422194,6024649910010005,"LUCID AUBURN, 21+ CANNABIS, 21+ MARIJUANA",20190222,394,3310 AUBURN WAY N STE C/D,AUBURN,2,17,No,M,100.00%,Black,Black or African American,Black or African American,100%,Minority Owned,100%,Black or African American
422202,6030688930010003,BLOWIN SMOKE,20190104,394,1967 HIGHWAY 395 S STE C,CHEWELAH,0,33,No,M,2.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422202,6030688930010003,BLOWIN SMOKE,20190104,394,1967 HIGHWAY 395 S STE C,CHEWELAH,0,33,No,F,98.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422218,6034142130010002,HIGHER LEAF MARIJUANA BOUTIQUE,20190524,394,12525 WILLOWS RD NE STE 10,KIRKLAND,16,17,No,F,33.33%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422218,6034142130010002,HIGHER LEAF MARIJUANA BOUTIQUE,20190524,394,12525 WILLOWS RD NE STE 10,KIRKLAND,16,17,No,M,33.33%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422218,6034142130010002,HIGHER LEAF MARIJUANA BOUTIQUE,20190524,394,12525 WILLOWS RD NE STE 10,KIRKLAND,16,17,No,F,33.34%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422232,6033066060010004,SEEDZ FAMILY,20190530,394,1180 BURLINGTON BLVD,BURLINGTON,2,29,No,M,100.00%,Hispanic,Hispanic/Latina/Latino,Hispanic/Latina/Latino,100%,Minority Owned,100%,Hispanic/Latina/Latino
422233,6033066060010005,SEEDZ FAMILY,20190529,394,14702 HWY 99 STE B,LYNNWOOD,0,31,No,M,100.00%,Mixed Race,Multiracial,Multiracial,100%,Minority Owned,100%,Multiracial
422234,6033820290010002,CUTIE JUDY'S CANNABIS COMPANY,20190329,394,10 VALUE PARKWAY STE A,ELMA,0,14,No,M,35.00%,Caucasian,White,Hispanic/Latina/Latino,65%,Minority Owned,65%,Hispanic/Latina/Latino
422234,6033820290010002,CUTIE JUDY'S CANNABIS COMPANY,20190329,394,10 VALUE PARKWAY STE A,ELMA,0,14,No,M,65.00%,Hispanic,Hispanic/Latina/Latino,Hispanic/Latina/Latino,65%,Minority Owned,65%,Hispanic/Latina/Latino
422239,6035723460010001,2020 SOLUTIONS EPHRATA,20191213,394,1615 BASIN ST SW,EPHRATA,3,13,No,M,10.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422239,6035723460010001,2020 SOLUTIONS EPHRATA,20191213,394,1615 BASIN ST SW,EPHRATA,3,13,No,M,90.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422278,6035877900010001,LOVELY BUDS,20190201,394,4107 E SPRAGUE AVE,SPOKANE,10,32,No,F,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422294,6033456960010004,CINDER,20190301,394,6010 N DIVISION ST,SPOKANE,10,32,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422298,6044144210010001,SWEET LEAF 3,20190807,394,24091 NE STATE ROUTE 3 STE I,BELFAIR,0,23,Yes,Male,40.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422298,6044144210010001,SWEET LEAF 3,20190807,394,24090 NE STATE ROUTE 3 STE I,BELFAIR,0,23,Yes,Female,60.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422303,6035905870010001,FORBIDDEN FLOWER,20190319,394,13003 TUKWILA INTERNATIONAL BL,TUKWILA,29,17,No,M,100.00%,Asian,Asian,Asian,100%,Minority Owned,100%,Asian
422329,6033591910010004,NIRVANA CANNABIS COMPANY,20191030,394,930 1/2 VALLEY MALL PKWY,EAST WENATCHEE,2,9,No,M,20.00%,Caucasian,White,Asian,60%,Minority Owned,60%,Asian
422329,6033591910010004,NIRVANA CANNABIS COMPANY,20191030,394,930 1/2 VALLEY MALL PKWY,EAST WENATCHEE,2,9,No,F,20.00%,Caucasian,White,Asian,60%,Minority Owned,60%,Asian
422329,6033591910010004,NIRVANA CANNABIS COMPANY,20191030,394,930 1/2 VALLEY MALL PKWY,EAST WENATCHEE,2,9,No,F,60.00%,Chinese,Asian,Asian,60%,Minority Owned,60%,Asian
422332,6035726930010004,BUD HUT,20191205,394,70 SALTSPRING DR  UNIT 2A,FRIDAY HARBOR,0,28,No,M,10.00%,Caucasian,White,White,90%,Non-Minority Owned,90%,Non-Minority Owned
422332,6035726930010004,BUD HUT,20191205,394,70 SALTSPRING DR  UNIT 2A,FRIDAY HARBOR,0,28,No,M,10.00%,Asian,Asian,White,90%,Non-Minority Owned,90%,Non-Minority Owned
422332,6035726930010004,BUD HUT,20191205,394,70 SALTSPRING DR  UNIT 2A,FRIDAY HARBOR,0,28,No,M,30.00%,Caucasian,White,White,90%,Non-Minority Owned,90%,Non-Minority Owned
422332,6035726930010004,BUD HUT,20191205,394,70 SALTSPRING DR  UNIT 2A,FRIDAY HARBOR,0,28,No,M,50.00%,Caucasian,White,White,90%,Non-Minority Owned,90%,Non-Minority Owned
422336,6035881820010001,SWEET RELIEF CANNABIS EXPRESS,20190123,394,1009 E YAKIMA AVE,YAKIMA,13,39,No,M,5.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422336,6035881820010001,SWEET RELIEF CANNABIS EXPRESS,20190123,394,1009 E YAKIMA AVE,YAKIMA,13,39,No,M,45.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422336,6035881820010001,SWEET RELIEF CANNABIS EXPRESS,20190123,394,1009 E YAKIMA AVE,YAKIMA,13,39,No,F,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422361,6033568920010005,"MOUNT BAKER RETAIL PARTNERS, LLC",20191227,394,1209 HWY 281 SPUR SUITE K,QUINCY,0,13,No,M,50.00%,Black,Black or African American,No Majority,50%,Non-Minority Owned,50%,Non-Minority Owned
422361,6033568920010005,"MOUNT BAKER RETAIL PARTNERS, LLC",20191227,394,1209 HWY 281 SPUR SUITE K,QUINCY,0,13,No,M,50.00%,White,White,No Majority,50%,Non-Minority Owned,50%,Non-Minority Owned
422363,6035723460010002,2020 SOLUTIONS SOAP LAKE,20191213,394,261 STATE HWY 28 WEST,SOAP LAKE,0,13,No,M,10.00%,White,White,White,100%,Non-Minority Owned,200%,Non-Minority Owned
422363,6035723460010002,2020 SOLUTIONS SOAP LAKE,20191213,394,261 STATE HWY 28 WEST,SOAP LAKE,0,13,No,M,90.00%,Caucasian,White,White,100%,Non-Minority Owned,200%,Non-Minority Owned
422363,6035723460010002,2020 SOLUTIONS SOAP LAKE,20191213,394,261 STATE HWY 28 WEST,SOAP LAKE,0,13,Yes,Male,10.00%,Caucasian,White,White,100%,Non-Minority Owned,200%,Non-Minority Owned
422363,6035723460010002,2020 SOLUTIONS SOAP LAKE,20191213,394,261 STATE HWY 28 WEST,SOAP LAKE,0,13,Yes,Male,90.00%,Caucasian,White,White,100%,Non-Minority Owned,200%,Non-Minority Owned
422431,6043982010010001,HIGH MOMENTS,20191126,394,6621 N MARKET ST STE 100,SPOKANE,0,32,Yes,Male,13.00%,Black,Black or African American,Black or African American,100%,Minority Owned,100%,Black or African American
422431,6043982010010001,HIGH MOMENTS,20191126,394,6622 N MARKET ST STE 100,SPOKANE,0,32,Yes,Male,13.00%,Black,Black or African American,Black or African American,100%,Minority Owned,100%,Black or African American
422431,6043982010010001,HIGH MOMENTS,20191126,394,6626 N MARKET ST STE 100,SPOKANE,0,32,Yes,Male,13.00%,Black,Black or African American,Black or African American,100%,Minority Owned,100%,Black or African American
422431,6043982010010001,HIGH MOMENTS,20191126,394,6624 N MARKET ST STE 100,SPOKANE,0,32,Yes,Male,30.00%,Black,Black or African American,Black or African American,100%,Minority Owned,100%,Black or African American
422431,6043982010010001,HIGH MOMENTS,20191126,394,6620 N MARKET ST STE 100,SPOKANE,0,32,Yes,Male,31.00%,Black,Black or African American,Black or African American,100%,Minority Owned,100%,Black or African American
422442,6033514230010003,LUCKY LEAF,20191008,394,1111 W 1ST AVE STE A,SPOKANE,10,32,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422447,6033264170010004,APEX CANNABIS,20190702,394,21502 E GILBERT RD,OTIS ORCHARDS,0,32,No,M,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422447,6033264170010004,APEX CANNABIS,20190702,394,21502 E GILBERT RD,OTIS ORCHARDS,0,32,No,M,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422450,6033513410010003,MARIJUANA MART,20191206,394,405 E UNION ST,CENTRALIA,1,21,No,M,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422450,6033513410010003,MARIJUANA MART,20191206,394,405 E UNION ST,CENTRALIA,1,21,No,M,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422450,6033513410010003,MARIJUANA MART,20191206,394,405 E UNION ST,CENTRALIA,1,21,No,M,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422450,6033513410010003,MARIJUANA MART,20191206,394,405 E UNION ST,CENTRALIA,1,21,No,F,20.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422450,6033513410010003,MARIJUANA MART,20191206,394,405 E UNION ST,CENTRALIA,1,21,No,M,20.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422454,6035188950010004,TONASKET HOUSE OF CANNABIS,20190613,394,305 W 4TH ST STE A,TONASKET,11,24,No,M,33.33%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422454,6035188950010004,TONASKET HOUSE OF CANNABIS,20190613,394,305 W 4TH ST STE A,TONASKET,11,24,No,M,33.33%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422454,6035188950010004,TONASKET HOUSE OF CANNABIS,20190613,394,305 W 4TH ST STE A,TONASKET,11,24,No,M,33.33%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422457,6035727160010002,THE WEED SHOP,20191115,394,25171 SR 525,GREENBANK,0,15,No,F,15.00%,Decline,Unknown,White,85%,Non-Minority Owned,85%,Non-Minority Owned
422457,6035727160010002,THE WEED SHOP,20191115,394,25171 SR 525,GREENBANK,0,15,No,M,85.00%,White,White,White,85%,Non-Minority Owned,85%,Non-Minority Owned
422459,6041543780010001,FREEDOM MARKET CATHLAMET CORP,20190810,394,327 SR 4,CATHLAMET,0,35,No,M,10.00%,African American,Black or African American,White,90%,Non-Minority Owned,90%,Non-Minority Owned
422459,6041543780010001,FREEDOM MARKET CATHLAMET CORP,20190810,394,327 SR 4,CATHLAMET,0,35,No,M,30.00%,Caucasian,White,White,90%,Non-Minority Owned,90%,Non-Minority Owned
422459,6041543780010001,FREEDOM MARKET CATHLAMET CORP,20190810,394,327 SR 4,CATHLAMET,0,35,No,M,30.00%,White,White,White,90%,Non-Minority Owned,90%,Non-Minority Owned
422459,6041543780010001,FREEDOM MARKET CATHLAMET CORP,20190810,394,327 SR 4,CATHLAMET,0,35,No,M,30.00%,White,White,White,90%,Non-Minority Owned,90%,Non-Minority Owned
422460,6035784900010003,SWEET RELIEF CANNABIS EXPRESS,20190123,394,"2947 E HWY 101  STE A, B",PORT ANGELES,0,5,No,M,5.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422460,6035784900010003,SWEET RELIEF CANNABIS EXPRESS,20190123,394,"2947 E HWY 101  STE A, B",PORT ANGELES,0,5,No,M,45.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422460,6035784900010003,SWEET RELIEF CANNABIS EXPRESS,20190123,394,"2947 E HWY 101  STE A, B",PORT ANGELES,0,5,No,F,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422466,6042841760010001,CHOICE CANNABIS,20190411,394,2427 W SIMS WAY STE F,PORT TOWNSEND,1,16,Yes,Female,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422504,6033498370010005,GREEN SOLUTION PLACE,20191115,394,1845 1ST ST,CHENEY,2,32,No,M,20.00%,Asian/Pacific Islander,Multiracial,Black or African American,80%,Minority Owned,100%,Black or African American
422504,6033498370010005,GREEN SOLUTION PLACE,20191115,394,1845 1ST ST,CHENEY,2,32,No,M,40.00%,Black,Black or African American,Black or African American,80%,Minority Owned,100%,Black or African American
422504,6033498370010005,GREEN SOLUTION PLACE,20191115,394,1845 1ST ST,CHENEY,2,32,No,M,40.00%,African American,Black or African American,Black or African American,80%,Minority Owned,100%,Black or African American
422525,6043100000010001,GREEN 101,20190806,394,2840 E HWY 101,PORT ANGELES,0,5,No,M,49.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422525,6043100000010001,GREEN 101,20190806,394,2840 E HWY 101,PORT ANGELES,0,5,No,F,51.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422570,6043489080010001,SEAWEED RETAIL,20191023,394,21412 HIGHWAY 99 STE A,EDMONDS,4,31,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422612,6043510130010001,STANK TOWN BUDZ,20191018,394,5463 GUIDE MERIDIAN RD,BELLINGHAM,0,37,Yes,Male,50.00%,Caucasian,White,No Majority,50%,Non-Minority Owned,50%,Non-Minority Owned
422612,6043510130010001,STANK TOWN BUDZ,20191018,394,5463 GUIDE MERIDIAN RD,BELLINGHAM,0,37,Yes,Male,50.00%,Asian,Asian,No Majority,50%,Non-Minority Owned,50%,Non-Minority Owned
422632,6035889360010004,THE LINK,20191219,394,2211 46TH AVE,LONGVIEW,0,8,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422655,6033031360010004,GREEN2GO TOKIO,20190326,394,2008 N DURRY RD UNIT 2,SPRAGUE,0,1,No,F,50.00%,White,White,No Majority,50%,Non-Minority Owned,50%,Non-Minority Owned
422655,6033031360010004,GREEN2GO TOKIO,20190326,394,2008 N DURRY RD UNIT 2,SPRAGUE,0,1,No,M,50.00%,Native American,American Indian or Alaska Native,No Majority,50%,Non-Minority Owned,50%,Non-Minority Owned
422658,6035551830010006,THE GRASS STATION,20191105,394,103B W GALBREATH WAY,RITZVILLE,4,1,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422701,6036006740010001,2020 SOLUTIONS SPRAGUE,20190326,394,209 E 4TH ST STE B,SPRAGUE,7,22,Yes,Male,100.00%,Asian,Asian,Asian,100%,Minority Owned,100%,Asian
422752,6014453860010002,WAYNE SEMINOFF COMPANY,20190110,394,2600 W BRUNEAU PL,KENNEWICK,2,3,No,F,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422752,6014453860010002,WAYNE SEMINOFF COMPANY,20190110,394,2600 W BRUNEAU PL,KENNEWICK,2,3,No,M,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422753,6027978130010001,"WEST COAST ENGINE DESIGN, LLC",20191113,394,14500 468TH AVE SE STE B,NORTH BEND,22,17,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422764,6035891840010001,SATORIMJ,20190813,394,712 5TH ST,CLARKSTON,2,2,No,M,10.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422764,6035891840010001,SATORIMJ,20190813,394,712 5TH ST,CLARKSTON,2,2,No,M,10.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422764,6035891840010001,SATORIMJ,20190813,394,712 5TH ST,CLARKSTON,2,2,No,M,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422764,6035891840010001,SATORIMJ,20190813,394,712 5TH ST,CLARKSTON,2,2,No,M,30.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422764,6035891840010001,SATORIMJ,20190813,394,712 5TH ST,CLARKSTON,2,2,No,F,30.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422765,6035572950010001,ACCESS CANIBUS LLC,20191029,394,3082 WAITTS LAKE RD,VALLEY,0,33,Yes,Male,5.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422765,6035572950010001,ACCESS CANIBUS LLC,20191029,394,3082 WAITTS LAKE RD,VALLEY,0,33,Yes,Female,5.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422765,6035572950010001,ACCESS CANIBUS LLC,20191029,394,3082 WAITTS LAKE RD,VALLEY,0,33,Yes,Male,90.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422777,6036018460010001,FREELAND CANNABIS COMPANY,20190321,394,18646 SR 525 STE B,FREELAND,0,15,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422781,6036026430010002,BUD HUT,20190403,394,200 SUZANNE LANE STE D,MOUNT VERNON,7,29,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422785,6036035410010001,FORBIDDEN CANNABIS CLUB,20190406,394,1171 WIND RIVER HIGHWAY,CARSON,0,30,No,F,10.00%,White,White,Asian,90%,Minority Owned,90%,Asian
422785,6036035410010001,FORBIDDEN CANNABIS CLUB,20190406,394,1171 WIND RIVER HIGHWAY,CARSON,0,30,No,M,10.00%,East Indian,Asian,Asian,90%,Minority Owned,90%,Asian
422785,6036035410010001,FORBIDDEN CANNABIS CLUB,20190406,394,1171 WIND RIVER HIGHWAY,CARSON,0,30,No,M,80.00%,East indian,Asian,Asian,90%,Minority Owned,90%,Asian
422792,6036026430010001,BUD HUT,20190403,394,2200 TALLEY WAY  STE A,KELSO,3,8,No,M,20.00%,Asian,Asian,White,80%,Non-Minority Owned,80%,Non-Minority Owned
422792,6036026430010001,BUD HUT,20190403,394,2200 TALLEY WAY  STE A,KELSO,3,8,No,M,20.00%,White,White,White,80%,Non-Minority Owned,80%,Non-Minority Owned
422792,6036026430010001,BUD HUT,20190403,394,2200 TALLEY WAY  STE A,KELSO,3,8,No,M,60.00%,Caucasian,White,White,80%,Non-Minority Owned,80%,Non-Minority Owned
422796,6035584490010006,MOUNT VERNON CANNABIS,20191227,394,17929 STATE ROUTE 536,MOUNT VERNON,0,29,No,F,10.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422796,6035584490010006,MOUNT VERNON CANNABIS,20191227,394,17929 STATE ROUTE 536,MOUNT VERNON,0,29,No,F,90.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422817,6036038240010001,DANK OF AMERICA,20190123,394,2530 PEACE PORTAL DR STE B,BLAINE,2,37,Yes,Female,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422817,6036038240010001,DANK OF AMERICA,20190123,394,2530 PEACE PORTAL DR STE B,BLAINE,2,37,Yes,Male,80.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422913,6036043990010001,CANNA CASA,20190403,394,3818 OLD HIGHWAY 99 S RD,MOUNT VERNON,7,29,Yes,Male,40.00%,Indian,Asian,Asian,100%,Minority Owned,100%,Asian
422913,6036043990010001,CANNA CASA,20190403,394,3818 OLD HIGHWAY 99 S RD,MOUNT VERNON,7,29,Yes,Male,60.00%,Asian/Indian ,Asian,Asian,100%,Minority Owned,100%,Asian
422930,6034341980010004,SOUTH BELLINGHAM BUDS,20191023,394,1215 N LAKE SAMISH DR UNIT 1,BELLINGHAM,0,37,No,F,5.00%,Asian/Korean,Asian,Black or African American,90%,Minority Owned,95%,Black or African American
422930,6034341980010004,SOUTH BELLINGHAM BUDS,20191023,394,1215 N LAKE SAMISH DR UNIT 1,BELLINGHAM,0,37,No,F,5.00%,White,White,Black or African American,90%,Minority Owned,95%,Black or African American
422930,6034341980010004,SOUTH BELLINGHAM BUDS,20191023,394,1215 N LAKE SAMISH DR UNIT 1,BELLINGHAM,0,37,No,M,40.00%,African American,Black or African American,Black or African American,90%,Minority Owned,95%,Black or African American
422930,6034341980010004,SOUTH BELLINGHAM BUDS,20191023,394,1215 N LAKE SAMISH DR UNIT 1,BELLINGHAM,0,37,No,M,50.00%,African American,Black or African American,Black or African American,90%,Minority Owned,95%,Black or African American
422944,6033839340010002,CANNABIS CENTRAL,20190326,394,1514 W UNIVERSITY WAY,ELLENSBURG,2,19,No,M,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422944,6033839340010002,CANNABIS CENTRAL,20190326,394,1514 W UNIVERSITY WAY,ELLENSBURG,2,19,No,F,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422954,6033525730010005,AMERICAN HARVEST,20191105,394,7550 US 97,PESHASTIN,0,4,No,F,17.50%,White,White,Native Hawaiian or Pacific Islander,83%,Minority Owned,83%,Native Hawaiian or Pacific Islander
422954,6033525730010005,AMERICAN HARVEST,20191105,394,7550 US 97,PESHASTIN,0,4,No,F,32.50%,Pacific Islander,Native Hawaiian or Pacific Islander,Native Hawaiian or Pacific Islander,83%,Minority Owned,83%,Native Hawaiian or Pacific Islander
422954,6033525730010005,AMERICAN HARVEST,20191105,394,7550 US 97,PESHASTIN,0,4,No,M,50.00%,Pacific Islander,Native Hawaiian or Pacific Islander,Native Hawaiian or Pacific Islander,83%,Minority Owned,83%,Native Hawaiian or Pacific Islander
422978,6029455360010004,HERBAL LEGENDS CANNABIS,20190824,394,2714 HENSON RD STE B,MOUNT VERNON,7,29,No,F,10.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422978,6029455360010004,HERBAL LEGENDS CANNABIS,20190824,394,2714 HENSON RD STE B,MOUNT VERNON,7,29,No,F,10.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422978,6029455360010004,HERBAL LEGENDS CANNABIS,20190824,394,2714 HENSON RD STE B,MOUNT VERNON,7,29,No,M,32.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422978,6029455360010004,HERBAL LEGENDS CANNABIS,20190824,394,2714 HENSON RD STE B,MOUNT VERNON,7,29,No,M,48.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422981,6033568920010001,"MOUNT BAKER RETAIL PARTNERSHIP,LLC",20190104,394,12539 E MARGINAL WAY S STE C,TUKWILA,29,17,No,M,50.00%,Black,Black or African American,No Majority,50%,Non-Minority Owned,50%,Non-Minority Owned
422981,6033568920010001,"MOUNT BAKER RETAIL PARTNERSHIP,LLC",20190104,394,12539 E MARGINAL WAY S STE C,TUKWILA,29,17,No,M,50.00%,White,White,No Majority,50%,Non-Minority Owned,50%,Non-Minority Owned
